CAMIS,DBA,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION TYPE,INSPECTION DATE,ACTION,SCORE,GRADE,GRADE DATE,Count
41183237,809 GRILL & BAR RESTAURANT,112       ,DYCKMAN STREET                                    ,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,8,A,9/16/2015,2
41184311,WINSTON & TEE EXPRESS JERK CHICKEN AND CARIBBEAN,1257,PARK AVENUE,10029,Caribbean,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,9,A,9/1/2015,2
41186217,THE LITTLE OWL,90        ,BEDFORD STREET                                    ,10014,American ,Cycle Inspection / Re-inspection,9/8/2015 0:00,Violations were cited in the following area(s).,12,A,9/8/2015,3
41188064,VIA EMILIA,47,EAST   21 STREET,10010,Italian,Cycle Inspection / Re-inspection,10/1/2015 0:00,Violations were cited in the following area(s).,8,A,10/1/2015,2
41188064,VIA EMILIA,47,EAST   21 STREET,10010,Italian,Cycle Inspection / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,20,,,4
41188824,MAX BRENNER,841,BROADWAY,10003,American ,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,8,A,10/5/2015,2
41188824,MAX BRENNER,841,BROADWAY,10003,American ,Cycle Inspection / Initial Inspection,9/18/2015 0:00,Violations were cited in the following area(s).,21,,,3
41191355,MCDONALD'S,14        ,EAST   47 STREET                                  ,10017,Hamburgers,Cycle Inspection / Initial Inspection,10/5/2015 0:00,Violations were cited in the following area(s).,22,,,5
41191695,EAST VILLAGE CAFE,212,AVENUE B,10009,American ,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,2,A,10/2/2015,1
41193088,MOJITO'S,227       ,EAST  116 STREET                                  ,10029,Mexican,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,11,A,9/9/2015,3
41193772,DAKE SUSHI,348,7 AVENUE,10001,Japanese,Cycle Inspection / Re-inspection,9/14/2015 0:00,Violations were cited in the following area(s).,18,Z,9/14/2015,3
41197094,MAMOUN'S FALAFEL,22,ST MARK'S PLACE,10003,Middle Eastern,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,13,A,9/9/2015,3
41197094,MAMOUN'S FALAFEL,22,ST MARK'S PLACE,10003,Middle Eastern,Smoke-Free Air Act / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
41197094,MAMOUN'S FALAFEL,22,ST MARK'S PLACE,10003,Middle Eastern,Trans Fat / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
41197896,BASSO56,234,WEST 56 STREET,10019,Italian,Cycle Inspection / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,24,Z,9/17/2015,5
41197896,BASSO56,234,WEST 56 STREET,10019,Italian,Administrative Miscellaneous / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,,,,1
41198317,CHOP'T,165,EAST   52 STREET,10022,Salads,Cycle Inspection / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,9,A,9/16/2015,2
41198338,ROYALE,157,AVENUE C,10009,American ,Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,24,Z,9/29/2015,5
41198338,ROYALE,157,AVENUE C,10009,American ,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,19,,,5
41198338,ROYALE,157,AVENUE C,10009,American ,Smoke-Free Air Act / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,,,,1
41201169,YONG SHENG RESTAURANT,2825,   8 AVENUE                             ,10039,Chinese,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,18,Z,9/9/2015,5
41201205,FAMOUS AMADEUS PIZZA,408,8 AVENUE,10001,Pizza,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,11,A,9/21/2015,2
41201205,FAMOUS AMADEUS PIZZA,408,8 AVENUE,10001,Pizza,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,27,,,5
41201799,CHIPOTLE MEXICAN GRILL,1221,6 AVENUE,10020,Mexican,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,20,Z,10/5/2015,3
41201799,CHIPOTLE MEXICAN GRILL,1221,6 AVENUE,10020,Mexican,Administrative Miscellaneous / Initial Inspection,10/5/2015 0:00,Violations were cited in the following area(s).,,,,1
41201799,CHIPOTLE MEXICAN GRILL,1221,6 AVENUE,10020,Mexican,Cycle Inspection / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,29,,,4
41202673,NEW MEKONG RESTAURANT,18,KING STREET,10014,Vietnamese/Cambodian/Malaysia,Cycle Inspection / Initial Inspection,10/1/2015 0:00,Violations were cited in the following area(s).,29,,,6
41204905,UPSTAIRS LOUNGE THE KIMBERLY HOTEL,145,EAST 50 STREET,10022,American ,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,11,A,9/4/2015,2
41204942,CACIO E VINO,80        ,2 AVENUE                                          ,10003,Italian,Cycle Inspection / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,23,,,4
41204942,CACIO E VINO,80        ,2 AVENUE                                          ,10003,Italian,Smoke-Free Air Act / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
41210127,STONE STREET TAVERN,85,PEARL STREET,10004,American ,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,16,Z,9/9/2015,3
41210485,BISTRO CHAT NOIR,22,EAST   66 STREET,10065,French,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,10,A,9/15/2015,2
41212364,BECKETT'S,81        ,PEARL STREET                                      ,10004,American ,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,10,A,10/14/2015,2
41212475,MOE'S CAFE,209,EAST   23 STREET,10010,American ,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,25,Z,10/14/2015,6
41212475,MOE'S CAFE,209,EAST   23 STREET,10010,American ,Trans Fat / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,,,,1
41212475,MOE'S CAFE,209,EAST   23 STREET,10010,American ,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,20,,,3
41212475,MOE'S CAFE,209,EAST   23 STREET,10010,American ,Administrative Miscellaneous / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,,,,1
41213163,PAESANO'S,136,MULBERRY STREET,10013,Italian,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,4,A,10/5/2015,1
41213268,VIC'S PIZZA ON ESSEX,51,ESSEX STREET,10002,Pizza,Trans Fat / Re-inspection,9/22/2015 0:00,Violations were cited in the following area(s).,,,,1
41213441,N.Y. ACADEMY OF SCIENCE,250,GREENWICH STREET,10007,American ,Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,7,A,10/13/2015,2
41219536,BROOKLYN DINER,1500,BROADWAY,10036,American ,Cycle Inspection / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,8,A,10/15/2015,2
41219569,SUTEISHI,24,PECK SLIP,10038,Japanese,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,20,Z,9/9/2015,4
41219793,THE MONKEY ROOM,589,FORT WASHINGTON AVENUE,10033,American ,Smoke-Free Air Act / Compliance Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
41219793,THE MONKEY ROOM,589,FORT WASHINGTON AVENUE,10033,American ,Trans Fat / Compliance Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
41222434,OLLIES 42ND,411       ,WEST   42 STREET                                  ,10036,Chinese,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,55,,,11
41222450,HIDE CHAN RAMEN,248       ,EAST   52 STREET                                  ,10022,Japanese,Cycle Inspection / Re-inspection,10/15/2015 0:00,Violations were cited in the following area(s).,10,A,10/15/2015,2
41222450,HIDE CHAN RAMEN,248       ,EAST   52 STREET                                  ,10022,Japanese,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,18,,,4
41222773,DUNKIN' DONUTS/BASKIN ROBBINS,55        ,WEST   55 STREET                                  ,10019,Donuts,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,11,A,9/30/2015,3
41223834,CHIPOTLE MEXICAN GRILL,350,5 AVENUE,10118,Mexican,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,30,,,5
41225243,PATSY'S PIZZERIA,801,2 AVENUE,10017,Pizza/Italian,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,11,A,9/16/2015,2
41225253,FUSION GRILLS,875       ,3 AVENUE                                          ,10022,Chinese,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,12,A,9/1/2015,2
41228172,NATSUMI,226,WEST   50 STREET,10019,Japanese,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,2,A,9/9/2015,1
41228956,SAVOY BAKERY,170,EAST  110 STREET,10029,Bakery,Cycle Inspection / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,36,,,8
41228956,SAVOY BAKERY,170,EAST  110 STREET,10029,Bakery,Administrative Miscellaneous / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,,,,2
41229154,CAVALA,5025-5035,BROADWAY,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,31,,,6
41229154,CAVALA,5025-5035,BROADWAY,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Smoke-Free Air Act / Initial Inspection,10/13/2015 0:00,Violations were cited in the following area(s).,,,,1
41229180,FRANCESCO PIZZERIA,186,COLUMBUS AVENUE,10023,Pizza/Italian,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,7,A,9/1/2015,2
41231555,NEW CHINA KING RESTAURANT,1759,LEXINGTON AVENUE,10029,Chinese,Cycle Inspection / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,8,A,10/7/2015,1
41231878,IL BRIGANTE,214,FRONT STREET,10038,Italian,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,2,A,10/6/2015,1
41232890,METROPOLITAN CLUB,1,EAST   60 STREET,10022,Continental,Cycle Inspection / Initial Inspection,10/1/2015 0:00,Violations were cited in the following area(s).,17,,,3
41234610,WHITMAN & BLOOM,384       ,3 AVENUE                                                                                            ,10016,American ,Cycle Inspection / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,12,A,9/16/2015,3
41234821,GYU-KAKU,34        ,COOPER SQUARE                                     ,10003,Japanese,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,20,Z,10/14/2015,3
41235437,SOLO PIZZA,27,AVENUE B,10009,Pizza,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,8,A,9/21/2015,1
41236501,DUNKIN  DONUTS,381,CANAL STREET,10013,Donuts,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,5,A,9/29/2015,1
41236501,DUNKIN  DONUTS,381,CANAL STREET,10013,Donuts,Trans Fat / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,,,,1
41237754,PITA EXPRESS,15,ANN STREET,10038,Jewish/Kosher,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,20,,,4
41238209,TOWER'S CAFE,506,LENOX AVENUE,10037,American ,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,10,A,10/8/2015,2
41238209,TOWER'S CAFE,506,LENOX AVENUE,10037,American ,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,34,,,7
41238508,MORANDI,15,CHARLES STREET,10014,Italian,Cycle Inspection / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,10,A,10/14/2015,2
41238508,MORANDI,15,CHARLES STREET,10014,Italian,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,12,,,2
41239252,BODRUM,584       ,AMSTERDAM AVENUE                                  ,10024,Mediterranean,Cycle Inspection / Re-inspection,9/14/2015 0:00,Violations were cited in the following area(s).,12,A,9/14/2015,2
41239831,SLATTERY'S MIDTOWN PUB,8,EAST   36 STREET,10016,American ,Cycle Inspection / Re-inspection,9/10/2015 0:00,Violations were cited in the following area(s).,7,A,9/10/2015,2
41240624,NEW IVOIRE,76,EAST  119 STREET,10035,African,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,13,A,9/4/2015,3
41241630,MCDONALD'S,2142,3 AVENUE,10035,Hamburgers,Cycle Inspection / Initial Inspection,10/1/2015 0:00,Violations were cited in the following area(s).,22,,,5
41242148,GABBY O'HARAS,123,WEST   39 STREET,10018,Irish,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,10,A,9/14/2015,2
41242254,EAST JAPANESE RESTAURANT,366,3 AVENUE,10016,Japanese,Cycle Inspection / Initial Inspection,10/7/2015 0:00,Violations were cited in the following area(s).,27,,,6
41243427,"DUNKIN' DONUTS, BASKIN ROBBINS",240,WEST   40 STREET,10018,Donuts,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,29,,,5
41247611,GARDENIA GROCERY & DELI,404,8 AVENUE,10001,Delicatessen,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,26,,,7
41248866,BARAKA BUFFET,2546,FREDERICK DOUGLASS BOULEVARD,10030,African,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,13,A,9/14/2015,3
41249082,B FLAT,277,CHURCH STREET,10013,Japanese,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,10,A,9/8/2015,2
41249082,B FLAT,277,CHURCH STREET,10013,Japanese,Smoke-Free Air Act / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,,,,1
41249550,INSIDE PARK AT ST. BART'S,109,EAST 50 STREET,10022,American ,Cycle Inspection / Re-inspection,9/1/2015 0:00,Violations were cited in the following area(s).,11,A,9/1/2015,3
41251791,Luna Pizza,225,PARK ROW,10038,Pizza,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,7,A,10/6/2015,2
41252384,ROYAL BANGLADESH INDIAN RESTAURANT,93        ,1 AVENUE                                          ,10003,Bangladeshi,Cycle Inspection / Compliance Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,23,,,4
41256007,EVA'S RESTAURANT,11,WEST    8 STREET,10011,American ,Cycle Inspection / Initial Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,15,,,3
41259517,SHINBASHI JAPANESE RESTAURANT,7,EAST 48 STREET,10017,Japanese,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,5,A,9/8/2015,1
41259890,SPITZER'S CORNER,101,RIVINGTON STREET,10002,American ,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,34,,,7
41264071,CAFE CORTADITO,210,EAST    3 STREET,10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,11,A,9/29/2015,3
41264071,CAFE CORTADITO,210,EAST    3 STREET,10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,21,,,7
41264529,DELIGHT 28 RESTAURANT,2830,PELL STREET,10013,Chinese,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,25,,,7
41264529,DELIGHT 28 RESTAURANT,2830,PELL STREET,10013,Chinese,Smoke-Free Air Act / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,,,,1
41265586,MCDONALD'S,556       ,7 AVENUE                                          ,10018,Hamburgers,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,12,A,9/30/2015,3
